id,title,author,publisher,year,isbn,cover_image_url,annotation
43643,Современные танки Т-80 (раскраска),,Розовый слон,2006,5-8245-0132-5,https://img3.labirint.ru/rc/a68a73ad4699e03dea81b7daa7991217/220x340/books5/43643/cover.jpg?1280394613,Для раскрашивания карандашами.
43650,Нетрадиционная медицина: 97 способов оздоровления,,АСТ-Пресс,2002,5-7805-0995-6,https://img4.labirint.ru/rc/072ab5cccab7817e19815e2643331aea/220x340/books5/43650/cover.jpg,"Среди 97 способов оздоровления из арсенала нетрадиционной медицины, приведенных в этой карманной энциклопедии, вам встретятся как популярные (массаж, пиявки, траволечение, гипноз, гомеопатия), так и известные лишь узкому кругу специалистов (радиотезия, иридология, киматика, психодрама и др.), а также некоторые индийские, китайские и японские психотерапевтические системы. Книга рассчитана на широкий круг читателей."
43654,С. Е.: Я - вор в законе: На воле,Е. С.,АСТ-Пресс,2003,5-7805-0471-7,https://img4.labirint.ru/rc/08e5f7135155c73436fd9eba978d8e6d/220x340/books5/43654/cover.jpg?1280394613,"Внедрившись на руководящую должность в концерн ""Госснабвооружение"", Варяг сумел направить колоссальные доходы от нелегальной торговли оружием на нужды воровского общака. Однако мощная мафиозная структура, во главе которой стоят представители спецслужб и осколки старой номенклатуры, любым путем пытается вернуть утраченный контроль над концерном. На Варяга готовится покушение..."
43659,Искусство сервировки,,АСТ-Пресс,2004,5-462-00093-6,https://img3.labirint.ru/rc/1a9b9ba9f8e0e4bee91aa493b3703385/220x340/books5/43659/cover.jpg?1449753955,"В этой книге вы найдете восхитительные образцы сервировки для любых торжественных случаев. Вы узнаете, как подобрать скатерть, как красиво сложить салфетки, украсить стол оригинальными композициями из живых и сухих цветов, а также выбрать свечи, оформить карты меню и как рассадить гостей. Великолепные цветные фотографии и советы лучших дизайнеров раскроют шаг за шагом секреты и тонкости сервировки стола и помогут любой хозяйке превратить домашнее застолье в незабываемый праздник."
43663,С. Е.: Я-вор в законе,Е. С.,АСТ-Пресс,2003,5-7805-0260-9,https://img3.labirint.ru/rc/56e5c87929127cd8379bc6c1ed30ef54/220x340/books5/43663/cover.jpg?1280394613,"Русская мафия ведет жесткую войну за сферы влияния.. несколько крупнейших группировок преступного мира, объединились в одну мощную силу, рвутся к власти в России. В большой кровавой игре ставка сделана на самого молодого, но авторитетного лидера по кличке Варяг. Изменив внешность, документы и образ жизни, он делает головокружительную карьеру в политике и бизнесе."
43664,Столовая и кухня,Кантова Е. А.,АСТ-Пресс,2004,5-462-00128-2,https://img4.labirint.ru/rc/c707c2e70b7358f405f609fbbb31a8f4/220x340/books5/43664/cover.jpg?1280394613,"Если вы любите украшать свой дом и хотите сделать его по-настоящему уютным, то наша книга окажет вам неоценимую помощь в решении многих проблем. Как правильно организовать пространство, как подобрать и расставить мебель, какой стиль предпочесть и что делать с освещением - обо всем этом легко и увлекательно расскажет наша книга. Большое количество подробных иллюстраций поможет вам создать неповторимое оформление интерьера вашего дома."
43667,С. Е.: Я-вор в законе: Облава,Е. С.,АСТ-Пресс,2004,5-7805-1036-9,https://img3.labirint.ru/rc/ccfe97ff642b8c3650a998ef253b534b/220x340/books5/43667/cover.jpg?1280394613,"Вор в законе Варяг, смотрящий по России, чудом уцелев после коварного покушения на его жизнь, готовится к тайной встрече с влиятельным кремлевским чиновником. Им предстоит разговор, который может изменить расклад сил как на политической, так и на экономической арене. Однако могущественные противники смотрящего, коварно пользуясь ситуацией, стремятся помешать этой встрече. Они наносят первые удары исподтишка, но потом начинают открыто преследовать Варяга, устроив настоящую облаву на него. Попав в водоворот интриг, предательства и разбоя, Варяг вновь пускается в бега. На карту поставлено все: настоящее, будущее и сама жизнь. У него в запасе всего сорок восемь часов..."
43671,Андрей Троицкий: Спецагент: Адская машина,Троицкий Андрей Борисович,АСТ-Пресс,2003,5-462-00030-8,https://img3.labirint.ru/rc/c635c7933dec09e6b7bea2da3de0e81f/220x340/books5/43671/cover.jpg?1280394613,"Майор службы внешней разведки, спецагент Валерий Колчин неожиданно получает информацию о том, что профессиональные террористы на территории России дикий по своей жестокости теракт, рядом с которым меркнут все прошлые преступления боевиков. Скоро ему становится известен главный испольнитель этой чудовицной акции, некий бывший офицер российской армии, а ныне преступный авторитет по кличке Стерн. Руководство ФСБ понимает, что на карту поставлена жизнь десятков тысяч ни в чем не повинных людей, но времени на превличение регулярных частей уже нет. Сумеет ли группа контразведчиков во главе с Колчиным предотвратить неслыханное злодеяние?.."
43677,"Рос Долорс: Керамика: Техника, приемы, изделия",Долорс Рос,АСТ-Пресс,2010,5--462-00012-X,https://img3.labirint.ru/rc/1aa35789961db82807653f2702b2c527/220x340/books5/43677/cover.jpg?1449753958,"Книга рассказывает о технике создания керамических изделий: различных способах формовки, отделке с помощью гравировки и рельефа, работе с ангобами и красками, глазуровке и обжиге. Последовательно и очень наглядно иллюстрируется каждый процесс, благодаря чему вы без труда освоите основные приемы и сможете сами создавать неповторимые изделия для украшения вашего дома."
43685,Сухие цветы: 100 идей для украшения вашего стола,,АСТ-Пресс,2003,5-7805-0147-5,https://img3.labirint.ru/rc/a8153a03224c7c62cafa3d141d32f0db/220x340/books5/43685/cover.jpg,"В книге шаг за шагом раскрываются секреты и тонкости составления букетов из засушенных растений. Задания, которые мы предлагаем вам выполнить, весьма просты, и совем необзятально их точно копировать. Пусть они подтолкнут вас к созданию своих собственных композиций."
43687,Авессалом Подводный: Эзотерическое целительство,Подводный Авессалом,АСТ-Пресс,2003,5-7805-0651-5,https://img3.labirint.ru/rc/1355d17e77bcd285be883daf706846f9/220x340/books5/43687/cover.jpg?1280394613,"Авессалом Подводный - известный писатель-эзотерик, астролог. Эта книга - плод многолетних изысканий автора на ниве издоровления, в том числе своего собственного. Предлагаемая им вниманию читателей оригинальная целительская система рассчитана на людей в принципе здоровых, но не удовлетворенных уровнем своего самочувствия и желающих повысить жизненный тонус. Книга, несомненно, будет интересна и профессиональным массажистам, и целителям."
43696,Нина Стожкова: Веселые зверята: Стихи,Стожкова Нина,АСТ-Пресс,2008,5-462-00125-8,https://img4.labirint.ru/rc/a12c623fa9cd22eac4c9b168d9420ab6/220x340/books5/43696/cover.jpg?1280394613,В книжку включены стихи про зверят в алфавитном порядке.Для чтения родителями детямХудожник В. Бастрыкин
43706,Времена года: Стихи,,АСТ-Пресс,2008,5-462-00300-5,https://img4.labirint.ru/rc/876e694424911495da3f8c26fd3a2b79/220x340/books5/43706/cover.jpg?1280394613,В книгу включены стихотворения отечественных поэтов о временах года.Художник-иллюстратор: М. Соловьев.
43710,Загадки,,АСТ-Пресс,2008,5-462-00222-X,https://img4.labirint.ru/rc/02cb9586ea671b47f5d7721eb2bf7cde/220x340/books5/43710/cover.jpg?1280394613,В книжку включены различные Загадки.Иллюстрации М.Соловьева.
43719,Сладкая выпечка: Рецепты на любой вкус,,АСТ-Пресс,2004,5-462-00143-6,https://img3.labirint.ru/rc/6a20c68e9a7107a5ec5d19da14b6424c/220x340/books5/43719/cover.jpg?1449753963,"В книге собраны самые лучшие рецепты для любого стола: от традиционных пирогов и печенья до душистых пряников и коврижек, нежных и рассыпчатых пирожных, изысканных тортов и бисквитов. Прекрасные иллюстрации и советы лучших кондитеров помогут любой хозяйке превратить свои идеи и фантазии в настоящие произведения кулинарного искусства."
43724,Инна Куликова: Домашнее консервирование,Куликова Инна,АСТ-Пресс,2003,5-7805-0355-9,https://img4.labirint.ru/rc/93bd1a6e149869f8650c874a92e79014/220x340/books5/43724/cover.jpg,"В книге представлены все доступные в домашних условиях процессы заготовки ягод и фруктов, овощей и грибов, мяса и рыбы, даны полезные советы хозяйкам. Материал удобно размещен по тематическим разделам. Здесь вы найдете почти 1000 рецептов по приготовлению и хранению варенья, джемов, компотов, соков, вин, соусов, домашней колбасы, окороков и многого другого. Вы узнаете, сколько существует способов засолки огурцов, как консервировать на зиму помидоры и перец, сделать икру из кабачков и баклажанов, как замариновать чеснок и грибы. Книга адресована самому широкому кругу читателей - и тем, кто любит вкусно поесть, и тем, кто это вкусное любит готовить."
43728,Лиса и журавль,,АСТ-Пресс,2008,5-462-00203-3,https://img4.labirint.ru/rc/8a7ce54022248ac0e783fe6290ae37f3/220x340/books5/43728/cover.jpg?1280394613,"Созданная с большой любовью книжка-малышка ""Лиса и журавль"" из серии ""Для самых маленьких"" сразу полюбится Вашему малышу. Смешные и трогательные иллюстрации, хорошо известные и потому любимые сказки, удобный формат книжки не оставят равнодушными даже родителей.Для чтения взрослыми детям. В книгу вошли сказки ""Лиса и журавль"", ""Зимовье зверей"".Художник: Михаил Соловьев."
43736,"Джигарханян, Дубровский: Я одинокий клоун",Джигарханян Армен,АСТ-Пресс,2016,5-7805-0949-2,https://img4.labirint.ru/rc/63e3f73d7d585e51f70721ddee33bff1/220x340/books5/43736/cover.jpg?1563765963,"""Я одинокий клоун"" - мемуары одного из самых популярных актеров нашего театра и кино, Армена Джигарханяна, написанные в сотрудничестве с Виктором Дубровским, в то время бывшим заведующим литературной частью Московского академического театра имени Вл. Маяковского. В книге последовательно восстанавливаются самые существенные страницы жизни и творчества артиста, начавшего свой путь в Ереване шестьдесят лет тому назад, а затем покорившего московскую публику. Джигарханян работал с такими режиссерами, как Анатолий Эфрос, Андрей Гончаров, Марк Захаров. А в кино снимался у Владимира Наумова, Георгия Данелии, Эдмонда Кеосаяна, Станислава Говорухина.Его партнерами были лучшие современные актеры - Н. Гундарева, Т. Доронина, Т. Васильева, Л. Гурченко, Н. Фатеева, С. Немоляева, И. Чурикова, О. Борисов, Е. Евстигнеев, В. Высоцкий, О. Ефремов, О. Табаков, А. Ромашин, О. Янковский, А. Абдулов, Л. Броневой, А. Збруев, И. Костолевский и многие другие.Книга адресована широкому кругу читателей."
43740,Лусинда Гардертон: Энциклопедия рукоделий,Гардертон Лусинда,АСТ-Пресс,2006,5-462-00192-4,https://img4.labirint.ru/rc/5da50b6bd254c159e05274b921fb9502/220x340/books5/43740/cover.jpg?1449753969,"Эта книга - сборник рекомендаций по овладению традиционными и современными видами домашнего рукоделия. В семи главах последовательно рассказывается о различных техниках вышивки, лоскутном шитье, аппликации, вязании крючком и на спицах, а также специальных приемах прикладного творчества. После теоретического ознакомления с каждой техникой следуют поэтапные иллюстрированные описания работы над оригинальными образцами, чертежи и схемы к которым читатели найдут в приложении в конце книги."
43744,"Сергей Симонович: Visual Basic: Занимательное программирование: Книга для детей, родителей и учителей",Симонович Сергей Витальевич,АСТ-Пресс,2004,5-462-00182-7,https://img4.labirint.ru/rc/b1a3116605845ffa8a6bcf1594fa51b2/220x340/books5/43744/cover.jpg?1280394613,"Книга адресована школьникам 12-15 лет, желающим обучиться составлению программ для персонального компьютера. Прочитав ее, школьник узнает основные понятия программирования, поймет принципы хранения и преобразования данных, освоит стандартные приемы программирования. В качестве языка и среды программирования избрана система Visual Basic как наиболее доступная и простая в обучении. Книга рассчитана на самостоятельную работу школьника, не имеющего преподавателя или опытного наставника."
43745,Звезды Малого театра,Поюровский Борис Михайлович,АСТ-Пресс,2002,5-7805-0858-5,https://img3.labirint.ru/rc/d7594bda39891d283a49189e16e3b89e/220x340/books5/43745/cover.jpg?1280394613,"Малый театр, старейший театр России, дал отечественной сцене множество великих имен. Очерки, вошедшие в книгу, написаны людьми, влюбленными в своих героев, - легко, просто и увлекательно. Они рассчитаны прежде всего на тех, кто любит Малый театр и хотел бы узнать как можно больше о жизни своих кумиров, об их увлечениях и привязанностях, о работах в кино и на эстраде."
43750,Джанни Родари: Приключения Чиполлино,Родари Джанни,АСТ-Пресс,2003,5-7805-1095-4,https://img4.labirint.ru/rc/2e377dea7074d0b0dc1d0e8d51eb8be8/220x340/books5/43750/cover.jpg,Для чтения взрослыми детям. Перевод З. Потаповой.
43760,Наталия Владимирова: Азбука/Учимся играя,Владимирова Наталия,АСТ-Пресс,2003,5-7805-0998-0,https://img4.labirint.ru/rc/57e88dc5a1367521b834c2bbc6078c11/220x340/books5/43760/cover.jpg?1280394613,
43768,Выпечка: 365 рецептов,,АСТ-Пресс,2004,5-462-00136-3,https://img4.labirint.ru/rc/d24cd95def484b814ac80a73d817fd0f/220x340/books5/43768/cover.jpg?1449753974,"Пожалуй, нет семьи, в которой не любили бы вкусных печеных изделий, без не обходится ни один праздничный стол. Сегодня магазины поржают наше воображение разнообразием выпечки, но все же как часто у нас возникает желание самим приготовить торт, пирожные, испечь пирожки или печенье. Ведь в этом случае хозяйка может в полной мере проявить свое умение, выдумку и сделать изделие по вкусу родных и близких."
43777,"Симонович, Евсеев: Практическая информатика: Учебное пособие для средней школы. Универсальный курс",Симонович Сергей Витальевич,АСТ-Пресс,2005,5-462-00310-2,https://img3.labirint.ru/rc/d94e56fbf60a21a41e9fe4f0b7fdbd8c/220x340/books5/43777/cover.jpg?1449753978,"В основу практических занятий положены наиболее важные операции, приемы обслуживания и настройки операционной системы. Основные операторы, типичные для большинства языков программирования высокого уровня, показан на примере языка BASIC, а приемы реализации стандартных алгоритмов - на примере методов решения уравнений, хорошо знакомых по курсу алгебры. Для преподавателей, использующих компьютер в подготовке учебно-методических материалов, и для учащихся, применяющих его в работе над домашними заданиями, рефератами и проектами творческого характера, приведены конкретные рекомендации и практические советы, полезные при разработке учебных документов на компьютере."
43784,"Душина, Летягин: Атлас. Материки, океаны, народы и страны. 7 класс",Душина Ираида Владимировна,АСТ-Пресс,2010,5-94776-072-X,https://img4.labirint.ru/rc/f48cf4e97b6498d95ac75e952ec7f26f/220x340/books5/43784/cover.jpg?1449753981,"Атласы и контурные карты отражают основные вопросы школьного курса географии и соответствуют федеральному компоненту государственного стандарта общего образования, являются универсальными пособиями и могут быть использованы в качестве учебно-методического пособия к любому из учебников по предмету ""география""."
43788,Е. Дюк: В зоопарке/Читай и раскрашивай,Дюк Е.,АСТ-Пресс,2003,5-462-00070-7,https://img4.labirint.ru/rc/9a85d88777d6b7ca3d4dd5624b92ef88/220x340/books5/43788/cover.jpg?1280394613,
43797,Сергей Симонович: Информатика 2кл: Учебник,Симонович Сергей Витальевич,АСТ-Пресс,2004,5-94776-024-X,https://img3.labirint.ru/rc/14699e9dac92f3a1d4a7f7655a21fd2c/220x340/books5/43797/cover.jpg?1449753986,"Допущено Министерством образования Российской Федерации.Содержание учебника полностью и исчерпывающе соответствует требованиям к подготовке учащихся и обязательному минимуму содержания образования, соответствует современному уровню развития средств вычислительной техники и связи и обеспечивает достаточный уровень подготовки учащихся для дальнейшего изучения основ вычислительной техники и информационных технологий на последующих этапах обучения и имеет необходимые межпредметные связи. Основное назначение учебника - активизация учащихся при работе в школе. Увеличенный формат и полноцветный полиграфический дизайн придают ему свойства удобного наглядного средства обучения. В то же время учебник может быть использован детьми для повторения изученного материала в домашних условиях."
43803,Атлас мира. Страны мира в картах и цифрах,,АСТ-Пресс,2004,5-7805-0500-4,https://img3.labirint.ru/rc/6cff3ffacd3e78d3956987fe6ef65758/220x340/books5/43803/cover.jpg?1449753987,"Атлас содержит картографическую и справочную информацию о политическом устройстве мира, административно-территориальном устройстве РФ и физико-географических особенностях материков. Читатель может получить краткие сведения о Земле, материке, государстве, его столице, занимаемой площади, населении, административном устройстве, а также об основных природных объектах."
43806,А. Аблоухова: Кто живет в лесу,Аблоухова А.,АСТ-Пресс,2003,5-462-00032-4,https://img4.labirint.ru/rc/86f10feef09521131fa317dd9c59e534/220x340/books5/43806/cover.jpg?1280394613,Книжка-раскраска.
43815,Юрий Чичев: Машинки,Чичев Юрий,АСТ-Пресс,2003,5-462-00073-1,https://img3.labirint.ru/rc/70aa8d5d5f5482f5e2395d9a17620750/220x340/books5/43815/cover.jpg?1280394613,
43822,"Декоративные растения от А до Я: Дом, балкон, сад",,АСТ-Пресс,2003,5-7805-1091-1,https://img4.labirint.ru/rc/2383989e05fc991cac764db3c68a1187/220x340/books5/43822/cover.jpg?1449753992,"В книге содержится подробная и точная информация о 500 растениях, их жизненных потребностях, условиях успешного выращивания и грамотном уходе. Вооружившись ценными знаниями, вы сможете избежать досадных ошибок и создать живительный зеленый оазис как у себя в комнате, так и в саду."
43831,А. Аблоухова: Угадай сказку/АСТ-Пресс,Аблоухова А.,АСТ-Пресс,2003,5-462-00048-0,https://img3.labirint.ru/rc/0e7abfb20935a6fd357e966684e24f17/220x340/books5/43831/cover.jpg?1280394613,
43840,"Пикфорд, Мэрфитт: Торты. Большая книга рецептов",Пикфорд Луиза,АСТ-Пресс,2004,5-462-00142-8,https://img4.labirint.ru/rc/bc292e594637130f762ff223776577ae/220x340/books5/43840/cover.jpg?1449753996,"В книге вы найдете лучшие рецепты тортов на любой вкус и для любого праздника: свадьбы, Рождества, пасхи, крестин, дня рождения и т.д. Пятьсот цветных иллюстраций, а также советы по изготовлению всевозможных украшений помогут вас создать настоящий шедевр и доставить истинное удовольствие вашим друзьям и близким."
43847,Герхард Поггенполь: Пицца: Самые вкусные рецепты,Поггенполь Герхард,АСТ-Пресс,2006,5-462-00168-1,https://img3.labirint.ru/rc/ec698ec7ebf2c76e2f89b593d352ec1c/220x340/books5/43847/cover.jpg?1449753999,"Кто из нас не любит пиццу? Сегодня мы уже не представляем свою жизнь без этого итальянского блюда - мясной и куриной, рыбной и с морепродуктами, овощной и фруктовой пиццы. Среди приведенных в книге рецептов любой из нас найдет свою пиццу, которая превратит нашу жизнь в праздник."
43850,Николай Павленко: Анна Иоанновна (Немцы при дворе),Павленко Николай Иванович,АСТ-Пресс,2002,5-7805-1027-X,https://img4.labirint.ru/rc/56d17e1f945420e4aefd585c72d56806/220x340/books5/43850/cover.jpg?1280394613,"Новая книга известного историка и писателя Николая Павленко посвящена десятилетнему правлению (1730-1740 гг.) императрицы Анны Иоанновны. Автор талантливо и скрупулезно описывает этот период ""немецкого засилья"" в России через биографии главных действующих лиц эпохи - Бирона, Остермана, Миниха, Волынского и др. Для более точного воссоздания образа императрицы и ее сподвижников писатель привлекает большое количество документальных источников, включая архивные материалы, многие из которых приводятся впервые."
43857,Борис Соколов: Георгий Жуков. Триумфы и падения,Соколов Борис Вадимович,АСТ-Пресс,2006,5-462-00180-0,https://img3.labirint.ru/rc/15c5d9509cf41ca004e56938430aa52f/220x340/books5/43857/cover.jpg?1280394613,"Книга Бориса Вадимовича Соколова - это новый взгляд на личность великого русского полководца. Кому принадлежала наступательная инициатива: Гитлеру или Сталину? Можно ли было воевать не числом, а умением? На эти и многие другие вопросы, которые прежде считались запретными, автор находит ответы, рассматривая огромное количество документов: воспоминания участников сражений, рассекреченные архивы немецкой и русской военной хроники, мемуары самого Г. Жукова и знакомых с ним зарубежных политиков. Книга рассчитана на широкий круг читателей."
43858,Комнатные растения,,АСТ-Пресс,2003,5-7805-1010-5,https://img4.labirint.ru/rc/12b92542e62abaaa96cb9df7884cb1b4/220x340/books5/43858/cover.jpg,"В книге описано более 1000 растений, какие только можно выращивать дома. Практические советы опытных цветоводов научат ухаживать за цветами, успешно размножать их, помогут превратить обычные цветы в горшках в ""райские кущи"". Подробно и наглядно описаны причины возможных неудач, вредители и болезни растений и доступные способы решения таких проблем. Книга будет полезна всем любителям комнатных растений, будто то владелец модных интерьеров с зимним садом или житель простого уютного дома с бальзамином на окне."
43866,Александр Гайштут: Планиметрия: Задачник к школьному курсу. 8-9 класс,Гайштут Александр,АСТ-Пресс,1998,5-7805-0215-3,https://img4.labirint.ru/rc/1cab591940bf7c50f27fc8e788f549e6/220x340/books5/43866/cover.jpg?1449754006,"Задачник к школьному курсу ""Планиметрия"" соответствует учебной программе по геометрии и адресован учащимся 8-9-х классов, учителям, абитуриентам и студентам педагогических вузов.Задачник содержит свыше 1000 задач, различных по тематике и уровню сложности. Система расположения материала, форма оформления и наличие справочного материала, форма оформления и наличие справочного материала выгодно отличает его от имеющихся задачников."
43867,Т.А. Руденко: Салаты на любой вкус,Руденко Т.А.,Вече,2004,5-94538-350-3,https://img3.labirint.ru/rc/aa3a0bc92416cfcda27f563e3919815e/220x340/books5/43867/cover.jpg?1449754007,"В этой книге вы найдете рецепты салатов на любой вкус и сможете приготовить самое простое или самое изысканное блюдо, которое придется по вкусу даже гурману. Тем, кто боится испортить фигуру, предлагается множество салатов из овощей, зелени, фруктов и ягод. Удивить своих гостей вы сможете экзотическими салатами. Как их приготовить, вы также узнаете из предлагаемой книги. Помимо этого в ней представлены сведения о том, как правильно подготовить продукты для салатов, как украсить эти блюда и подать их к столу."
43876,Контурные карты с заданиями. История России с Древнейших времен до начала XVI века. 6-7 класс,,АСТ-Пресс,2004,5-94776-074-6,https://img4.labirint.ru/rc/bfe27b437ec2b80faae50dbae7fd4aa4/220x340/books5/43876/cover.jpg?1449754014,"Контурные карты и атласы отражают основные вопросы школьного курса истории и соответствуют федеральному компоненту государственного стандарта общего образования. Контурные карты в комплекте с атласом могут быть использованы в качестве учебно-методических пособий к любому из учебников по предмету история. Контурные карты содержат задания, составленные по принципу ""от простого к сложному""."
43880,"Колпаков, Пономарев: История России XIX века. 8 класс. Контурные карты с заданиями. ФГОС",Колпаков Сергей Владимирович,АСТ-Пресс,2017,978-5-94776-938-8,https://img3.labirint.ru/rc/b1ca4c5766ea914a88d38a7a9fe45a28/220x340/books48/475775/cover.jpg?1425209210,"Контурные карты и задания, содержащиеся в них, позволяют углубить и закрепить знания по изучаемому курсу. Контрольные задания дают возможность учителю проверить знания ученика, а ученику- проявить свои знания и умение творчески работать с атласом и учебником"
43883,"Аркадий Егидес: Лабиринты общения, или Как научиться ладить с людьми",Егидес Аркадий Петрович,АСТ-Пресс,2007,5-462-00496-6,https://img3.labirint.ru/rc/cb7411dbc9a37d3442b3e951c63f770b/220x340/books5/43883/cover.jpg?1280394613,"Эта книга необходима тем, кто хочет иметь много друзей и мало конфликтов, правильно вести себя в любых жизненных ситуациях, найти любовь и не расстаться с любимым, создать и хранить в семье теплый мир, получать радость от секса и дарить ее любимому человеку, научиться понимать своего ребенка. Интересные многочисленные примеры, практические советы и иллюстрации делают это издание и увлекательным чтением, и настольной книгой в повседневных отношениях. Книга рассчитана на широкий круг читателей."
43888,Наталья Фролова: Подробный разбор заданий из учебника по русскому языку авторов М.Т.Баранова и др. 6 класс,Фролова Наталья Николаевна,Вако,2009,5-94665-161-7,https://img4.labirint.ru/rc/0ef23efb45067d72cfd075af2ad0014c/220x340/books5/43888/cover.jpg?1342772701,"Выполненные упражнения и задания из учебника ""Русский язык. 6 класс"" авторов М. Т. Баранова и др. Данное пособие содержит подробный разбор абсолютно всех упражнений из нового учебника по русскому языку. Настоящее издание может быть использовано при работе с любыми другими предыдущими изданиями учебника.Пособие станет незаменимым помощником школьникам при выполнении домашних работ, подготовке к экзамену, а также будет способствовать обретению прочных навыков самопроверки."
43891,С. Е.: Я вор в законе: Мафия и власть,Е. С.,АСТ-Пресс,2008,5-462-00019-7,https://img3.labirint.ru/rc/ac13497a2b8d1fad00520751200863d8/220x340/books5/43891/cover.jpg?1449754023,"Законный вор, держатель воровского общака Варяг фактически подчиняет себе гигантский бизнес по торговле оружием. Но неожиданно его интересы сталкиваются с интересами мощной коррумпированной чиновничьей машины, тайно окружившей себя не только молодыми бандитскими вожаками, но и сотрудниками различных спецслужб, польстившимися на грязные деньги. Начинается беспощадная война законных воров против беспредела власти и беспредела новой мафии. В кровавой разборке наступает момент, когда Варягу кажется, что нет больше сил для борьбы. Он теряет жену, сына и остается один на один с оголтелой сворой свирепых врагов, жаждущих расправы над ним."
43895,Игорь Можейко: 7 и 37 чудес света,Булычев Кир,Вече,2004,5-9533-0129-4,https://img3.labirint.ru/rc/ec2368131a62413f0f10cb606d9c25a9/220x340/books5/43895/cover.jpg?1449754026,"В книге известного историка и писателя И.В.Можейко (Кира Булычева) рассказывается о знаменитых памятниках культуры многих стран Азии и Африки, о многообразии и оригинальности восточных цивилизаций. Книга написана в виде небольших, но емких очерков, каждый из которых посвящен истории создания, характерным чертам, значению того или иного памятника архитектуры."
43904,"Танаев, Карнаух: Практическая психология управления",Танаев Владимир,АСТ-Пресс,2004,5-462-00021-9,https://img4.labirint.ru/rc/67039422e1fb830347f036695607afb2/220x340/books5/43904/cover.jpg?1449754029,"Как добиться в жизни успеха? Как научиться воспринимать жизнь оптимистически? Как создать гармонию в личных отношениях? Авторы книги предлагают еще одну систему, которая поможет в трудных психологических ситуациях. Чтобы правильно выстроить отношения с окружающими людьми, нужно уметь определять сильные и слабые стороны их характеров, быстро принимать решения, создавать личную стратегию, удачно подбирая себе спутников и помощников. Эта книга - путь к успеху в работе и семейному счастью."
43913,"Владимир Борисов: Про котят, котов и кошек: Стихи для детей",Борисов Владимир,АСТ-Пресс,2002,5-7805-0845-3,https://img3.labirint.ru/rc/5ae9221597e13cad1e8f7dabfcfabe3c/220x340/books5/43913/cover.jpg,"Какие книжки любит малыши - шалуны и непоседы? Конечно, веселые! С забавными картинками, озорными стихами и добрыми героями, которые тоже любят поиграть и порезвиться. Эти ""Веселые книжки"" полюбятся детям и станут частью их счастливого детства!"
43914,Православный календарь на 2004 год,,АСТ-Пресс,2003,5-94464-043-X,https://img4.labirint.ru/rc/981f78eefc4dccbf07c5a5171719f1f4/220x340/books5/43914/cover.jpg,"Православный календарь - это собрание церковых традиций, народных обычаев и святоотеческих преданий. Православные праздники тесно переплетаются с народными приметами и являются днями памятования о небесных покровителях. Кто-то из них благоволит крестьянскому труду, а кто-то новобрачным. В православном календаре отмечены дни соборных молитв и поста, а также заветы предков о том, как соблюдать церковные обычаи."
